ementa,situacao,indexacao,ano,ultimo_despacho,numero,autor,regime_tramitacao,id_proposicao_principal,id,explicacao_ementa,apreciacao,ultimo_despacho_data,tipo,nome,nome_proposicao_origem,data_apresentacao,tema,link_inteiro_teor
"APROVA O TEXTO DO CONVENIO DE COOPERAÇÃO BILATERAL ENTRE O GOVERNO DA REPUBLICA FEDERATIVA DO BRASIL E O GOVERNO DA REPUBLICA FEDERATIVA DA BOLIVIA NA AREA DE PRODUÇÃO ANIMAL, FIRMADO EM BRASILIA, EM 15 DE AGOSTO DE 1990. - ADMISSIBILIDADE DA CCJR.",Tranformada no(a) Decreto Legislativo 12/1992,"APROVAÇÃO, ATO INTERNACIONAL, TEXTO, CONVENIO, COOPERAÇÃO, PRODUÇÃO ANIMAL, PAIS, BOLIVIA.",1991,,63,COMISSÃO DE RELAÇÕES EXTERIORES,Ordinária,,167035,,Proposição Sujeita à Apreciação do Plenário,,Projeto de Decreto Legislativo,PDC 63/1991,PDC 63/1991,1991-06-06 00:00:00,,
"Altera a redação da Lei nº 9.504, de 30 de setembro de 1997.",MESA - Aguardando Retorno,"Alteração, Lei das Eleições, registro, candidato, certidão de quitação eleitoral, prestação de contas, campanha eleitoral, desaprovação, penalidade, multa.",2012,"À Comissão de 
Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Prioridade",3839,Roberto Balestra,Urgência art. 155 RICD,,544136,"Estabelece os critérios a serem adotados para expedição da certidão de quitação eleitoral e estipula sanções aos candidatos, no caso de desaprovação de suas contas de campanha.",Proposição Sujeita à Apreciação do Plenário,2012-05-22 00:00:00,Projeto de Lei,PL 3839/2012,PL 3839/2012,2012-05-09 00:00:00,"Organização Política, Partidária e Eleitoral",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=990244
"Dispõe sobre o plantio de organismos geneticamente modificados em unidades de conservação, acrescenta dispositivos à Lei nº 9.985, de 18 de julho de 2000, e dá outras providências.",Tranformada no(a) Lei Ordinária 11460/2007,"Autorização, plantio, cultivo, pesquisa, organismo geneticamente modificado, Área de Proteção Ambiental, amortização, redução, distância, entorno, unidade de conservação da natureza, proibição, cultivo, terras indígenas.  
_ Alteração, Lei do SNUC, plano de manejo, liberação, cultivo, organismo geneticamente modificado, Área de Proteção Ambiental, normas, (CTNBIO), riscos, biodiversidade,  fixação, limite máximo, área, plantio.  
_ Revogação, dispositivos, proibição, plantio, semente, soja, organismo geneticamente modificado, área ecológica.",2006,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",327,Poder Executivo,Urgência,,335039,"Revoga o art. 11 da Lei nº 10.814, de 2003, que proíbe o plantio de OGM - organismo geneticamente modificado (transgênico) em áreas de conservação e em zona de amortecimento.",Proposição Sujeita à Apreciação do Plenário,2006-11-21 00:00:00,Medida Provisória,MPV 327/2006,MPV 327/2006,2006-11-01 00:00:00,Meio Ambiente e Desenvolvimento Sustentável,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=426359
Altera  a redação do art. 29-A  da Constituição Federal.,MESA - Aguardando Retorno,"Transferência, Administração Municipal, fixação, limitação, total, despesa, gastos públicos, Legislativo, Municípios, subsídios, Vereador, inclusão, aposentado, receita corrente, receita líquida, Município, quantidade, população, habitante, previsão, lei complementar, exclusividade, crime de responsabilidade, Prefeitura Municipal, Prefeito, supressão, responsabilidade, Presidente, Câmara Municipal.",2002,Despacho à CCJR.,574,Senado Federal - LEOMAR QUINTANILHA,Especial,,97884,"Estabelece que o total da despesa do Poder Legislativo Municipal não poderá ultrapassar os percentuais já fixados relativos à receita corrente líquida do Município, definida em lei complementar.",Proposição Sujeita à Apreciação do Plenário,2002-11-21 00:00:00,Proposta de Emenda à Constituição,PEC 574/2002,PEC 574/2002,2002-11-13 00:00:00,Organização Político-Administrativa do Estado (utilizado até a legislatura 53); Organização Administrativa do Estado,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=103616
Estima a receita e fixa a despesa da União para o exercício financeiro de 2013.,Tranformada no(a) Lei Ordinária 12798/2013,,2012,,24,Presidente da República,Ordinária,,555286,,Proposição Sujeita à Apreciação Interna nas Comissões,,Projeto de Lei (CN) de Lei Orçamentária Anual (LOA),PLN 24/2012 CN,PLN 24/2012 CN,2012-08-31 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1027794
"Altera dispositivo da Lei Complementar nº 93, de 4 de fevereiro de 1998, que institui o Fundo de Terras e da Reforma Agrária - Banco da Terra -  e dá outras providências.
NOVA EMENTA: Altera dispositivos da Lei Complementar nº 93, de 4 de fevereiro de 1998, que institui o Fundo de Terras e da Reforma Agrária - Banco da Terra.",Tranformada no(a) Lei Complementar 145/2014,"Alteração, lei complementar, criação, Banco da Terra, concessão, financiamento,   beneficiário, partilha de bens, herdeiro, aquisição, imóvel rural, propriedade rural, manutenção, unidade, propriedade, família.",2006,"(SUBSTITUTIVO DO SENADO)Às Comissões de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Urgência art. 155 RICD",362,Poder Executivo,Urgência art. 155 RICD,,325847,"Autoriza a concessão de financiamento, por meio do Banco da Terra, ao beneficiário de imóvel rural objeto de partilha decorrente de direito de herança, visando a permitir a continuidade da propriedade para um ou mais membros da família.",Proposição Sujeita à Apreciação do Plenário,2013-09-09 00:00:00,Projeto de Lei Complementar,PLP 362/2006,PLP 362/2006,2006-05-25 00:00:00,Política Fundiária,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=398618
"DISPÕE SOBRE A RENEGOCIAÇÃO DE DIVIDAS REMANESCENTES DAS ENTIDADES EXTINTAS POR FORÇA DA LEI 8029, DE 12 DE ABRIL DE 1990, E DA OUTRAS PROVIDENCIAS.",Tranformada no(a) Lei Ordinária 8897/1994,"AUTORIZAÇÃO, RENEGOCIAÇÃO, DIVIDA, DEBITOS, SALDO, ENTIDADE, ADMINISTRAÇÃO PUBLICA, ADMINISTRAÇÃO FEDERAL, EXTINÇÃO, INEXISTENCIA, DECISÃO DEFINITIVA, LIQUIDANTE, INVENTARIANTE, AUSENCIA, PRESCRIÇÃO, VENCIMENTO, REGULAMENTO, DEFINIÇÃO, COMPETENCIA, EXAME, DECISÃO, REGULARIDADE, EXATIDÃO, CREDITOS, SISTEMA, REGISTRO, LIQUIDAÇÃO FINANCEIRA, ADMINISTRAÇÃO, REQUISITOS, CUMPRIMENTO, POSSIBILIDADE, (MF), NOVAÇÃO, PAGAMENTO, FUTURO, UTILIZAÇÃO, CREDOR, AMBITO, PROGRAMA NACIONAL DE DESESTATIZAÇÃO, MOEDA, PRIVATIZAÇÃO, OBJETO, NATUREZA CONTRATUAL, REPRESENTANTE, PROCURADOR GERAL, FAZENDA NACIONAL, DELEGAÇÃO, PROCURADOR. AUTORIZAÇÃO, EXECUTIVO, RESPONSABILIDADE, PAGAMENTO, NOME, UNIÃO FEDERAL, PERDAS E DANOS, (IAA), DESCUMPRIMENTO, CONTRATO, EXPORTAÇÃO, AÇUCAR, ENTREGA, FUTURO, CELEBRAÇÃO, EMPRESA ESTRANGEIRA, OBSERVAÇÃO, VALOR, CONDENAÇÃO, DECISÃO, LAUDO ARBITAL, HOMOLOGAÇÃO, JUSTIÇA ESTRANGEIRA, REALIZAÇÃO, COMPENSAÇÃO, APURAÇÃO, CREDITOS, AJUSTE DE CONTAS, EMPRESA, CREDOR. NORMAS, CONTRATAÇÃO, ADVOGADO, ESPECIALISTA, DEFESA, ATO JUDICIAL, ATO EXTRAJUCICIAL, INTERESSE, UNIÃO FEDERAL, EXTERIOR, REALIZAÇÃO, AUTORIZAÇÃO, PRESIDENTE DA REPUBLICA, FIXAÇÃO, PRAZO, CONTRATO, ANALISE, CURRICULUM VITAE, REMUNERAÇÃO, CONTRATADO, RELAÇÃO, NATUREZA CONTRATUAL, NATUREZA PREVIDENCIARIA, LEGISLAÇÃO, PAIS ESTRANGEIRO, REPRESENTAÇÃO JUDICIAL, COMPETENCIA, (MRE), CADASTRO, INFORMAÇÃO, NOME, CATEGORIA PROFISSIONAL, CONSULTA, ANTERIORIDADE, CONTRATO DE TRABALHO.",1994,,4393,Poder Executivo,Prioridade,,221164,PRAZO: 45 DIAS).,Proposição Sujeita à Apreciação do Plenário,,Projeto de Lei,PL 4393/1994,PL 4393/1994,1994-01-12 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=325089
"Cria, na Carreira da Seguridade Social e do Trabalho, para lotação no Ministério da Saúde, os cargos que menciona, institui a Gratificação de Incentivo à Atividade Intensiva de Assistência à Saúde - GIAAS, e dá outras providências.
NOVA EMENTA DA REDAÇÃO FINAL: Cria, na Carreira da Seguridade Social e do Trabalho, para lotação no Ministério da Saúde, os cargos que menciona; institui a Gratificação de Incentivo à Prestação de Assistência Integral à Saúde - GI-PAS; altera o § 1º do art. 6º da Lei nº 8.745, de 9 de dezembro de 1993; revoga o art. 17 da Lei nº 10.483, de 3 de julho de 2002, e dá outras providências.",Tranformada no(a) Lei Ordinária 11123/2005,"Criação, cargo público, Carreira da Seguridade Social e do Trabalho, atendimento, hospital público, Estado, (RJ), Gratificação de Incentivo à Atividade Intensiva de Assistência à Sáude, cálculo, avaliação de desempenho, relação, quantidade, cargo de carreira.",2004,Publique-se. Submeta-se ao Plenário.,231,Poder Executivo,Urgência,,274634,"Criando a GIAAS destinada aos servidores do Hospital Geral de Bonsucesso (HGB), Instituto Nacional de Traumato-Ortopedia (INTO), Instituto Nacional de Cardiologia de Laranjeiras (INCL) e Hospital Geral do Servidor do Rio de Janeiro (HSE).",Proposição Sujeita à Apreciação do Plenário,2005-03-02 00:00:00,Medida Provisória,MPV 231/2004,MPV 231/2004,2004-12-30 00:00:00,Administração Pública,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=261001
Disciplina a união civil entre pessoas do mesmo sexo e dá outras providências.,PLEN - Pronta para Pauta,"Reconhecimento, união estável, caráter permanente, união homoafetiva, direitos, deveres, casamento civil, exigência, comprovação, compatibilidade, estado civil, solteiro, viúvo, divorciado, capacidade civil, registro civil, autorização, retroatividade, aplicação, normas, formação, patrimonio, extinção, contrato, restrição, morte, decisão judicial, solicitação, contratante, prazo mínimo, partilha de bens, direito de propriedade.  
_Alteração, lei federal, normas, cartório, registro público, obrigatoriedade, cartório de registro civil, inclusão, livro de registro, auxiliar, registro civil, casamento religioso, união estável, homossexual, averbação, sentença, declaração, dissolução, contrato, divórcio, separação judicial, registro de imóveis, impenhorabilidade, bens.  
_Alteração, lei federal, plano de benefícios, previdencia social, inclusão, beneficiário, seguridade social, parceiro, união, homossexual, cancelamento, inscrição, separação judicial, anulação, casamento, atestado de obito, sentença judicial.  
_Alteração, Regime Juridico Unico, concessão, beneficio, pensão vitalicia, morte, companheiro.  
_Garantia, direito hereditario, herança, prioridade, companheiro, exercicio, curatela,  incapacidade civil.  
Alteração, Estatuto do Estrangeiro, dispensa, exigencia, residencia, pais, Brasil, naturalização, existencia, companheiro, brasileiros, união homoafetiva.",1995,"DESPACHO A CSSF, CTASP, CDCMAM E CCJR. DETERMINAÇÃO DE COMISSÃO ESPECIAL, NOS TERMOS DO ARTIGO 34, INCISO II DO RI.
(NOVO DESPACHO).",1151,MARTA SUPLICY,Ordinária,,16329,"Altera as Leis nºs 8.112, de 1990 e 6.815, de 1980.",Proposição Sujeita à Apreciação do Plenário,1996-07-04 00:00:00,Projeto de Lei,PL 1151/1995,PL 1151/1995,1995-10-26 00:00:00,Direito Civil e Processual Civil,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=15012
"Dispõe sobre cooperação federativa no âmbito da segurança pública.
NOVA EMENTA DA REDAÇÃO FINAL: Dispõe sobre cooperação federativa no âmbito da segurança pública e revoga a Lei nº 10.277, de 10 de setembro de 2001.",Tranformada no(a) Lei Ordinária 11473/2007,"_ Autorização, União Federal, convênio, cooperação, segurança pública, Estados, (DF), Municípios, atividade, serviço, garantia, ordem pública, proteção, pessoas, patrimônio, policiamento ostensivo, cumprimento, mandado de prisão, alvará de soltura, guarda, vigilância, custódia, preso, serviço técnico, prova pericial, registro, ocorrência policial, ajuste, identificação, objeto, aplicação de recursos, cronograma, desembolso, transferência,  recursos públicos, capacitação profissional, qualificação profissional,  Policial, Força Nacional de Segurança Pública, Ministério da Justiça, disponibilidade, pessoal, servidor público civil, militar, recebimento, diárias, benefício, indenização, invalidez, morte, custeio, Fundo Nacional de Segurança Pública, dotação orçamentária.
_ Criação, cargo em comissão, (DAS), pessoal, Programa da Força Nacional de Segurança Pública.",2007,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",345,Poder Executivo,Urgência,,339823,,Proposição Sujeita à Apreciação do Plenário,2007-02-16 00:00:00,Medida Provisória,MPV 345/2007,MPV 345/2007,2007-01-15 00:00:00,Segurança Pública,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=433241
"ACRESCENTA PARAGRAFO E DA NOVA REDAÇÃO AO ARTIGO 54, INCISO I, ALINEA 'D', DA CONSTITUIÇÃO FEDERAL.",,"ALTERAÇÃO, DISPOSITIVOS, LEGISLATIVO, CONSTITUIÇÃO FEDERAL. POSSIBILIDADE, DEPUTADO FEDERAL, SENADOR, CONGRESSISTA, ACUMULAÇÃO DE CARGOS, CUMULATIVIDADE, CARGO ELETIVO, CANDIDATO ELEITO, VICE PREFEITO, VICE GOVERNADOR, VICE PRESIDENTE DA REPUBLICA, EXIGENCIA, LICENCIAMENTO, FUNÇÃO LEGISLATIVA, HIPOTESE, SUBSTITUIÇÃO, TITULAR, OPÇÃO, REMUNERAÇÃO, MANDATO PARLAMENTAR.",1995,,198,SILVIO ABREU,Ordinária,,169535,"POSSIBILITANDO AO DEPUTADO FEDERAL E SENADOR MANTER SEUS RESPECTIVOS MANDATOS PARLAMENTARES, MESMO APOS SEREM ELEITOS VICE-PREFEITO, VICE-GOVERNADOR OU VICE-PRESIDENTE DA REPUBLICA, ALTERANDO A Constituição Federal de 1988).",Proposição Sujeita à Apreciação do Plenário,,Proposta de Emenda à Constituição,PEC 198/1995,PEC 198/1995,1995-09-13 00:00:00,,
"Abre crédito extraordinário, em favor do Ministério das Cidades, no valor de R$ 890.000.000,00, para os fins que especifica.",Tranformada no(a) Lei Ordinária 11308/2006,"Abertura de crédito, crédito extraordinário, Ministério das Cidades, Fundo Nacional de Habitação de Interesse Social, urbanização, regularização fundiária, favela, área, desastre, integração, assentamento, infra-estrutura, recuperação, degradação ambiental, equipamentos, comunidade, parcelamento, gleba, construção, habitação popular.",2006,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",279,Poder Executivo,Urgência,,313707,Destina recursos ao Fundo Nacional de Habitação e Interesse Social (FNHIS) para as obras emergenciais de urbanização em assentamentos precários e para a construção de moradias destinadas às famílias de baixa renda.,Proposição Sujeita à Apreciação do Plenário,2006-02-22 00:00:00,Medida Provisória,MPV 279/2006,MPV 279/2006,2006-02-08 00:00:00,"Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53)",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=374149
"Acrescenta dispositivos à Lei nº 9.766, de 18 de dezembro de 1998, que altera legislação que rege o salário-educação e dá outras providências.",MESA - Arquivada,"Alteração, lei federal, utilização, critérios, resdistribuição, parcela, cota estadual, salário educação, estados, municípios, proporcionalidade, número, matrícula, aluno, ensino fundamental, rede escolar, apuração, censo escolar, Ministério da Educação, dispensa, aprovação, lei estadual.",2001,"Apense-se ao PL-2379/1996 (Despacho inicial). Deferido Requerimento do Dep Luiz Sérgio, solicitando esta apensação.",4285,Osmar Serraglio,Urgência,,26694,"Estabelece que a cota estadual do salário-educação será redistribuído entre o estado e os municípios, sendo que pelo menos 50% (cinquenta por cento) será repartido proporcionalmente ao número de matrículas no ensino fundamental, conforme apurado no censo escolar, independentemente de edição de lei estadual que fixará os critérios de distribuição.",Proposição Sujeita à Apreciação do Plenário,2003-11-18 00:00:00,Projeto de Lei,PL 4285/2001,PL 4285/2001,2001-03-14 00:00:00,"Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53); Educação",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=50332
"APROVA O ATO QUE OUTORGA PERMISSÃO A RADIO CIDADE JANDAIA LTDA., PARA EXPLORAR SERVIÇO DE RADIODIFUSÃO SONORA, NA CIDADE DE JANDAIA DO SUL, ESTADO DO PARANA.",Tranformada no(a) Decreto Legislativo 168/1991,"APROVAÇÃO, ATO, CONCESSÃO, RADIODIFUSÃO, EMISSORA, RADIO, MUNICIPIO, JANDAIA DO SUL, (PR).",1990,,370,"COMISSÃO DE CIÊNCIA, TECNOLOGIA, COMUNICAÇÃO E INFORMÁTICA",Urgência art. 223 CF,,168845,PRAZO: 45 DIAS).,Proposição Sujeita à Apreciação do Plenário,,Projeto de Decreto Legislativo,PDC 370/1990,PDC 370/1990,1990-12-12 00:00:00,,
"Regulamenta o parágrafo único do art. 146 e o inciso IX do art. 170 da Constituição Federal e dá outras providências.
NOVA EMENTA DA REDAÇÃO FINAL: Institui o Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte; altera dispositivos das Leis nºs 8.212 e 8.213, ambas de 24 de julho de 1991, da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, da Lei nº 10.189, de 14 de fevereiro de 2001, da Lei Complementar nº 63, de 11 de janeiro de 1990; e revoga as Leis nºs 9.317, de 5 de dezembro de 1996, e 9.841, de 5 de outubro de 1999.",Tranformada no(a) Lei Complementar 123/2006,"Regulamentação, Constituição Federal, Sistema Tributário Nacional, Reforma Tributária, criação, regime único, arrecadação, fiscalização, cobrança, impostos, contribuição social, União Federal, Estados, (DF), Municípios, utilização, guia de recolhimento, facultatividade,  microempresa, pequena empresa, opção, (SIMPLES), alíquota, tributos.  
_ Criação, Sistema Integrado de Gestão de Informações Fiscais, coleta, base de dados, distribuição, informação, unificação, (SIMPLES), incorporação, Cadastro Nacional, dados, (CNPJ), Cartório de Registro Civil, Junta Comercial, simplificação, processo, abertura, baixa, encerramento, atividade, microempresa, pequena empresa, registro único, quitação, débito fiscal, autorização, renegociação, parcelamento, dívida.  
_ Exclusão, obrigatoriedade, pessoa jurídica, opção, (SIMPLES), apresentação, (RAIS), Cadastro Geral de Empregados e Desempregados.  
_ Alteração, Lei de Benefícios da Previdência Social, exclusão, obrigação, microempresa, pequena empresa, ausência, atividade perigosa, apresentação, perfil profissiográfico previdenciário, encerramento, contrato de trabalho, empregado.",2004,"À Comissão de Especial destinada a proferir parecer ao Projeto de Lei Complementar nº 123, de 2004, que ""regulamenta o parágrafo único do art. 146 e o inciso IX do art. 170 da Constituição Federal e dá outras providências"".
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência art. 155 RICD",123,Jutahy Junior,Urgência art. 155 RICD,,150559,"Cria um regime único de arrecadação dos impostos e contribuições da União, dos Estados, DF e Municípios (Supersimples ou Simples Nacional); implantando o SIGFIS - Sistema Integrado de Gestão de Informações Fiscais, cujos dados constituirão o Cadastro Único Nacional que deverá unificar os tributos e contribuições em uma só Guia de Recolhimento; simplificando o processo de abertura e baixa de empresas e altera a Lei nº 8.213, de 1991 dispensando a apresentação do Perfil Profissiográfico Previdenciário por parte de microempresas e  empresas de pequeno porte que não exerçam atividades nocivas e prejudiciais à saúde do trabalhador. Regulamenta a Constituição Federal de 1988.   Lei Geral da Micro e Pequena Empresa.",Proposição Sujeita à Apreciação do Plenário,2006-11-14 00:00:00,Projeto de Lei Complementar,PLP 123/2004,PLP 123/2004,2004-01-19 00:00:00,Previdência e Assistência Social; Tributação,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=193056
"Altera dispositivo da Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de primeiro de maio de 1943.
NOVA EMENTA: Altera o artigo 618 da Consolidação das Leis do Trabalho - CLT.",MESA - Arquivada,"Alteração, legislação trabalhista, (CLT), flexibilidade, prevalência, condições de trabalho, acordo coletivo de trabalho, convenção, leis, restrição, extinção, direitos sociais, Constituição Federal, normas, saúde, segurança do trabalho.",2001,Despacho à CCJR (Artigo 54 do RI) e CTASP.,5483,Poder Executivo,Urgência art. 64 CF,,33868,"Estabelecendo que as condições de trabalho ajustadas mediante convenção ou acordo coletivo prevalecem sobre o disposto em lei, desde que não contrariem a Constituição Federal e as normas de segurança e saúde do trabalho. Flexibiliza  a CLT.",Proposição Sujeita à Apreciação do Plenário,2001-10-04 00:00:00,Projeto de Lei,PL 5483/2001,PL 5483/2001,2001-10-04 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=16025
"Requer, na forma do art. 132, § 2º, do Regimento Interno, que o Projeto de Decreto Legislativo nº 869-A, de 2001, seja apreciado pelo Plenário.",PLEN - Arquivada,,2001,,144,Walter Pinheiro,Especial,,29133,,Proposição Sujeita à Apreciação do Plenário,,Recurso,REC 144/2001,REC 144/2001,2001-05-30 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=75029
"APROVA O ATO QUE OUTORGA PERMISSÃO A EMPREENDIMENTOS DE RADIODIFUSÃO EMBALO LTDA., PARA EXPLORAR SERVIÇO DE RADIODIFUSÃO SONORA, NA CIDADE DE ITAOCARA, ESTADO DO RIO DE JANEIRO.",Tranformada no(a) Decreto Legislativo 170/1991,"APROVAÇÃO, ATO, CONCESSÃO, RADIODIFUSÃO, EMISSORA, RADIO, MUNICIPIO, ITAOCARA, (RJ).",1990,,369,"COMISSÃO DE CIÊNCIA, TECNOLOGIA, COMUNICAÇÃO E INFORMÁTICA",Ordinária,,168842,,Proposição Sujeita à Apreciação do Plenário,,Projeto de Decreto Legislativo,PDC 369/1990,PDC 369/1990,1990-12-12 00:00:00,,
"Altera a Lei nº 9.096, de 1995, para estabelecimento do critério de distribuição do Fundo Partidário.",Tranformada no(a) Lei Ordinária 11459/2007,"Alteração, Lei Orgânica dos Partidos Políticos, critérios, distribuição, aumento, percentual,  recursos públicos, Fundo Partidário, partido político, registro, Estatuto, (TSE), proporcionalidade, voto,  representação partidária, eleição,  Câmara dos Deputados.",2007,"À Comissão de 
Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Prioridade",84,Henrique Eduardo Alves,Urgência,,340368,Aumenta para 5% (cinco por cento) o total de recursos do Fundo Partidário destinados a todos os partidos que tenham seus estatutos registrados no Tribunal Superior Eleitoral.,Proposição Sujeita à Apreciação do Plenário,2007-02-12 00:00:00,Projeto de Lei,PL 84/2007,PL 84/2007,2007-02-08 00:00:00,Organização Político-Administrativa do Estado (utilizado até a legislatura 53),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=434452
"CRIA AS CARREIRAS DOS SERVIDORES DO PODER JUDICIARIO, FIXA OS VALORES DE SUA REMUNERAÇÃO E DA OUTRAS PROVIDENCIAS.",Tranformada no(a) Lei Ordinária 9421/1996,"CRIAÇÃO, CARREIRA, SERVIDOR, JUDICIARIO, AUXILIAR JUDICIARIO, ASSISTENTE, TECNICO JUDICIARIO, CARGO PUBLICO, PROVIMENTO EFETIVO, CLASSE, PADRÃO, VALOR, VENCIMENTOS, CARGO DE CARREIRA, SERVIÇOS JUDICIARIOS, TRANSFORMAÇÃO, CARGO EFETIVO, ENQUADRAMENTO, SERVIDOR, ATENDIMENTO, CRITERIOS, FORMAÇÃO PROFISSIONAL, PRAZO, INTERPOSIÇÃO, RECURSO ADMINISTRATIVO, INGRESSO, CONCURSO PUBLICO, CONCURSO DE PROVAS E TITULOS, REQUISITOS, ESCOLARIDADE, EXPERIENCIA, PROMOÇÃO, INTERSTICIO, AVALIAÇÃO DE DESEMPENHO, PROIBIÇÃO, PROMOÇÃO POR MERECIMENTO, ESTAGIO PROBATORIO, GARANTIA, ADICIONAIS, FUNÇÃO EM COMISSÃO, DIREÇÃO, CHEFIA, ASSESSORAMENTO, ASSISTENCIA, CARGO EM COMISSÃO, AUSENCIA, VINCULO EMPREGATICIO, ADMINISTRAÇÃO PUBLICA, TRANSFORMAÇÃO, CARGO DE DIREÇÃO, ASSESSORAMENTO SUPERIOR, REPRESENTAÇÃO, GABINETE, EXTINÇÃO, GRATIFICAÇÃO, VANTAGEM PESSOAL, GRATIFICAÇÃO EXTRAORDINARIA, POSSIBILIDADE, FUNCIONARIOS, OPÇÃO, REMUNERAÇÃO, INCORPORAÇÃO, EXTENSÃO, PROVENTOS, APOSENTADORIA, PENSÕES, APLICAÇÃO, REVISÃO, FUNCIONARIO PUBLICO, FIXAÇÃO, LOTAÇÃO.  _COMPETENCIA, (STF), (STJ), (TST), (TSE), (STM), CONSELHO DA JUSTIÇA FEDERAL, (TJDF), CRIAÇÃO, PROGRAMA, TREINAMENTO DE PESSOAL, CAPACITAÇÃO PROFISSIONAL, LIMITAÇÃO, REMUNERAÇÃO, SALARIO, MAGISTRADO, SERVIDOR, OPÇÃO, PERMANENCIA, CARGO PUBLICO.",1995,LEITURA E PUBLICAÇÃO DA MATERIA. DCD 31 10 95 PAG 3636 COL 02.,1059,SUPREMO TRIBUNAL FEDERAL,Ordinária,,186683,"CRIANDO O ADICIONAL DE PADRÃO JUDICIARIO - APJ, AS FUNÇÕES COMISSIONADAS, ESCALONADAS DE FC-1 A FC-10 E A GRATIFICAÇÃO DE ATIVIDADE JUDICIARIA - GAJ.",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,1995-10-31 00:00:00,Projeto de Lei,PL 1059/1995,PL 1059/1995,1995-10-06 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=433244
"Institui o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - REINTEGRA; dispõe sobre a redução do Imposto sobre Produtos Industrializados - IPI à indústria automotiva; altera a incidência as contribuições previdenciárias devidas pelas empresas que menciona, e dá outras providências.",Tranformada no(a) Lei Ordinária 12546/2011,"Criação, Regime Especial de Reinteração de Valores Tributários para as Empresas Exportadoras, autorização, empresa de exportação, apuração, valor, ressarcimento, resíduo, tributos, produção, alteração, legislação tributária federal,  eliminação, prazo, apropriação, crédito, Pis/Pasep, Cofins, aquisição, importação, máquina, equipamento, redução, IPI, indústria automotiva, desoneração, folha de pagamento, empresa, prestação de serviço, tecnologia da informação, indústria moveleira, indústria de confecção, indústria de artefatos de couro.  
_Isenção, imposto de renda, pessoa jurídica, investimento, fabricação, bens, informática, tecnologia digital, redefinição, restrição, tamanho, tablet PC, apuração, base de cálculo, CSLL, gastos, pesquisa científica e tecnológica, instituição privada.  
_Alteração, regime de tributação, IPI, cigarro, importação, fabricação nacional, fixação, alíquota, criação, adicional, alíquota, Cofins-Importação, vestuário, produto de higiene, calçado, artefato de couro, mobiliário.",2011,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",540,Poder Executivo,Urgência,,513512,"Altera as leis nºs 11.774, de 2008; 11.196, de 2005 e 10.865, de 2004.",Proposição Sujeita à Apreciação do Plenário,2011-08-19 00:00:00,Medida Provisória,MPV 540/2011,MPV 540/2011,2011-08-03 00:00:00,Tributação,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=904767
